mvp_hfr_id,official_hfr_id,hospital_name,source_record_id,address,latitude,longitude,source
HFR_MOCK_001093,,Shyam Hospital,1664,"Ambika Bhawani Colony Bhagwan Bazar Chhapra, Ambika Bhawani Colony Bhagwan Bazar Chhapra Saran, Bihar - 851129",25.7795649,84.7498886,data.gov.in
HFR_MOCK_001094,,Susheela Hospital,1665,"Vill=Post Kopa Chhapra, Vill=Post Kopa Chhapra Saran, Bihar - 851129",25.7795649,84.7498886,data.gov.in
HFR_MOCK_001095,,Uday Nursing Home,1666,"Wazirganj (Gaya)Near Bus Stand, Begusarai, Bihar - 851129",24.8021749,85.2437841,data.gov.in
HFR_MOCK_001096,,Bishnupur Multi Speciality Hospital,1668,"Bishnupur, Begusarai, Bihar - 851211",25.413078,86.1479052,data.gov.in
HFR_MOCK_001097,,Angika Nursing Home,1670,"Patal Babu Road, Bhagalpur, Bihar - 812001",25.2427952,86.9754441,data.gov.in
HFR_MOCK_001098,,Asraya Hospital,1673,"Tilka Majhi Chowk, Bhagalpur, Bihar - 812001",25.2414303,86.9924358,data.gov.in
HFR_MOCK_001099,,Dr Archana Jha Clinic and Nursing Home,1674,"Tilka Majhi Road, Bhagalpur, Bihar - 812001",25.2414303,86.9924358,data.gov.in
HFR_MOCK_001100,,Dr Suresh Pathology,1675,"Mahatma Gandhi Path, Bhagalpur, Bihar - 812001",25.2414303,86.9924358,data.gov.in
HFR_MOCK_001101,,Dr. Chandra Shekhar Shah,1676,"Masakchak, Bhagalpur, Bihar - 812001",25.2414303,86.9924358,data.gov.in
HFR_MOCK_001102,,G.S. Hospital and Endolaparoscopy Centre,1677,"R.B.B.S.Road, Bhagalpur, Bihar - 812001",25.2414303,86.9924358,data.gov.in
HFR_MOCK_001103,,"Pushpdeep Trauma,Replacement And Spine Clinic",1686,"Mahatama Gandhi Path,Kacheri Road, Bhagalpur, Bihar - 812001",23.3666425,85.3248851,data.gov.in
HFR_MOCK_001104,,Rakshit Nursing Home,1688,"Near X Ray , M G Road, Near X Ray, M G Road, Bhagalpur, Bihar - 812001",25.2414303,86.9924358,data.gov.in
HFR_MOCK_001105,,Sanjivani Nursing Home,1691,"Aakashvani Adampur, Bhagalpur, Bihar - 812001",25.2545763,86.9836798,data.gov.in
HFR_MOCK_001106,,Satyam Matri Shishu Kendra,1692,"Radha Rani Sinha Road, Radha Rani Sinha Road, Adampur, Bhagalpur, Bihar - 812001",25.2519508,86.9839293,data.gov.in
HFR_MOCK_001107,,Sharda Hospital,1693,"Navyung Vidhalya Ke Pass, Postal Colony Ke Samne, Radha Sinha Road, Navyung Vidhalya Ke Pass, Postal Colony Ke Samne, Radha Sinha Road, Adampur, Bhagalpur, Bihar - 812001",25.2519508,86.9839293,data.gov.in
HFR_MOCK_001108,,Shrishti Nursing Home,1694,"Mahatama Gandhi Path,Kacheri Road, Mahatama Gandhi Path,Kacheri Road,, Bhagalpur, Bihar - 812001",23.3666425,85.3248851,data.gov.in
HFR_MOCK_001109,,Sneh Nursing Home,1695,"Red Cross Road, Opposite Registry Office, Adampur, Bhagalpur, Bihar - 812001",31.4329486,75.713901,data.gov.in
HFR_MOCK_001110,,Srijan Maternity and Fertility Clinic,1696,"Swami Vivekanand Road, Adampur, Bhagalpur, Bihar - 812001",25.2552266,86.9887873,data.gov.in
HFR_MOCK_001111,,Tapashwi Hospital,1698,"Aadampur Chowk, Bhagalpur, Bihar - 812001",25.2414303,86.9924358,data.gov.in
HFR_MOCK_001112,,Aditya Nursing Home,1700,"Gomti No-2 Ke Niche, Bhagalpur, Bihar - 812002",25.2414303,86.9924358,data.gov.in
HFR_MOCK_001113,,Advance Maternity and Infertility Centre,1701,"Tatarpur, Bhagalpur, Bihar - 812002",25.2422223,86.9586539,data.gov.in
HFR_MOCK_001114,,Shagun Nursing Home,1706,"Vikram Shila Nagar, Kahalgaon, Bhagalpur, Bihar - 813203",25.2642346,87.2322865,data.gov.in
HFR_MOCK_001115,,"Anumandaliya Hospital, Jagdishpur, Bhojpur",1707,"Jagdishpur, Bhojpur, Bihar - 802158",25.468313,84.4225186,data.gov.in
HFR_MOCK_001116,,Heera Surya Nursing Home,1709,"Mahabir Tola, Bhojpur, Bihar - 802301",25.5604346,84.6678542,data.gov.in
HFR_MOCK_001117,,Kanchan Shalya Niketan,1710,"Katira, P.S., Katira, Ps-Nawada, Bihar - 802301",25.598239,84.4776587,data.gov.in
HFR_MOCK_001118,,Khwaja Garib Nawaz Welfare Society,1711,"Nr Jail, Khetari Mohalla,Ara, Nr Jail, Khetari Mohalla, Ara, Bhojpur, Bihar - 802301",25.5560443,84.6603307,data.gov.in
HFR_MOCK_001119,,Maa Jagdamba Nursing Home,1713,"Sahid Bhawan,Ara, Bhojpur, Bihar - 802301",25.5560443,84.6603307,data.gov.in
HFR_MOCK_001120,,Manav Kalyan Ewam Shodh Sansthan,1714,"Ara, In Front Of Nabada Thana, Ara,Bhojpur, In Front Of Nabada Thana, Bihar - 802301",25.5560443,84.6603307,data.gov.in
HFR_MOCK_001121,,Ortho Centre,1715,"Club Rd,Ara, Bhojpur, Bihar - 802301",25.5558012,84.6597578,data.gov.in
HFR_MOCK_001122,,Orthopaedics Clinic,1716,"Mahabir Tola, Bhojpur, Bihar - 802301",25.5604346,84.6678542,data.gov.in
HFR_MOCK_001123,,Gloval Vishwamitra Hospital,1717,"Golambar,Main Rd, Buxar, Bihar - 802101",25.5647103,83.9777482,data.gov.in
HFR_MOCK_001124,,Ma Shivratri Dental Health Hospital,1718,"Purana Sadar Hospital, Buxar, Bihar - 802101",22.7086412,90.3702748,data.gov.in
HFR_MOCK_001125,,Neha Nursing Home,1719,"Koerpurma, Buxar, Bihar - 802101",25.5647103,83.9777482,data.gov.in
HFR_MOCK_001126,,R.R Memorial Hospital,1721,"Kali Asthan Bypas Rd, Buxar, Bihar - 802101",25.5647103,83.9777482,data.gov.in
HFR_MOCK_001127,,Vishwamitra Hospital,1722,"Main Road Golambar, Buxar, Bihar - 802101",25.5659886,83.9804553,data.gov.in
HFR_MOCK_001128,,Sadguru Nursing Home,1723,"Nawa Nagar, Buxar, Bihar - 802129",25.5647103,83.9777482,data.gov.in
HFR_MOCK_001129,,Garib Nawaz Hospital,1724,"Dumaraon, Buxar, Bihar - 802133",25.5647103,83.9777482,data.gov.in
HFR_MOCK_001130,,Marry Ward Health Centre,1725,"Purana Bazar, Buxar, Bihar - 802133",25.5647103,83.9777482,data.gov.in
HFR_MOCK_001131,,"Rogi Kalyan Samiti,Sub.Divisional Hospital,Dumraon",1726,"Dumraon, Buxar, Bihar - 802133",25.5713125,84.1454487,data.gov.in
HFR_MOCK_001132,,Siddhashram Sewa Sadan,1727,"Bypass Road, Buxar, Bihar - 802134",25.5647103,83.9777482,data.gov.in
HFR_MOCK_001133,,Darbhanga Medical College and Hospital,1728,"Laheriasaria, Laheriasaria, Darbhanga, Bihar - 846003",26.1193569,85.9048962,data.gov.in
HFR_MOCK_001134,,Sheela Health Clinic,1730,"Bangalitola, Laheriasarai, Darbhanga, Bihar - 846001",26.1181299,85.9002124,data.gov.in
HFR_MOCK_001135,,R B Memorial Hospital,1734,"Benta Road, Darbhanga, Bihar - 846002",26.115861,85.9300161,data.gov.in
HFR_MOCK_001136,,Amrit Nursing Home,1735,"Rajkumar Ganj, Darbhanga, Bihar - 846003",26.111868,85.896004,data.gov.in
HFR_MOCK_001137,,"Anant Arogya Neketan ,",1736,"Benta Road, Laheriasari, Darbhanga, Bihar - 846003",26.115861,85.9300161,data.gov.in
HFR_MOCK_001138,,Arora Nursing Home,1737,"Benta Chowk, Laheriya Sarai, Darbhanga, Bihar - 846003",26.1293757,85.904578,data.gov.in
HFR_MOCK_001139,,Dwivedi Clinic,1738,"Hospital Road, Laheriya Sarai, Darbhanga, Bihar - 846003",26.1303638,85.9023453,data.gov.in
HFR_MOCK_001140,,M/S Sanjay Surgical and Urological Kendra,1740,"Hospital , Laherriasarai, Hospital, Laherriasarai, Darbhanga, Bihar - 846003",26.1303638,85.9023453,data.gov.in
HFR_MOCK_001141,,M/S Sinha Clinic,1741,"Laheriasarai, Darbhanga, Bihar - 846003",26.1193569,85.9048962,data.gov.in
HFR_MOCK_001142,,Maa Bhagwati Nursing Home,1742,"Mirzapur, Behind Bhagwati Mandir, Darbhanga, Bihar - 846003",25.1336987,82.5644344,data.gov.in
HFR_MOCK_001143,,Matriva Nursing Home,1744,"Alalpatti, Darbhanga, Bihar - 846003",26.111868,85.896004,data.gov.in
HFR_MOCK_001144,,Navjeevan Hospital,1745,"Near Dmch Child Ward, Laheria Sarai, Darbhanga, Bihar - 846003",26.1193569,85.9048962,data.gov.in
HFR_MOCK_001145,,Nn Memorial Hospital,1746,"Near Bus Stand, Kadirabad, Darbhanga, Bihar - 846003",32.0765869,72.6972609,data.gov.in
HFR_MOCK_001146,,Prem Medical Research and Rehabilation Center (P) Ltd.,1747,"Near Donar, Chowk, Darbhanga, Bihar - 846003",26.111868,85.896004,data.gov.in
HFR_MOCK_001147,,Prof. R.P.Gami Memorial Hospital,1748,"Hospital Road, Laheriya Sarai, Darbhanga, Bihar - 846003",26.1303638,85.9023453,data.gov.in
HFR_MOCK_001148,,R.K. Ortho Ashram,1749,"Madarpur, Darbhanga, Bihar - 846003",26.111868,85.896004,data.gov.in
HFR_MOCK_001149,,Satya Sai Nursing Home,1751,"Benta Chowk,Laheriasarai, Darbhanga, Bihar - 846003",26.1293757,85.904578,data.gov.in
HFR_MOCK_001150,,"SubDivisional Hospital, Benipur",1752,"Sub- Divisional Hospital, Benipur, Darbhanga, Bihar - 846003",26.0594824,86.1518851,data.gov.in
HFR_MOCK_001151,,Agrachal Nursing Home,1753,"Kadirabad, Darbhanga, Bihar - 846004",26.1668952,85.891473,data.gov.in
HFR_MOCK_001152,,Mahamaya Nursing Home,1759,"Vip Road, Alpatti, Darbhanga, Bihar - 846004",26.111868,85.896004,data.gov.in
HFR_MOCK_001153,,Aditya Arogya Sansthan,1770,"Naga Road, Raxaul, East Champaran, Bihar - 845305",26.9808459,84.8540706,data.gov.in
HFR_MOCK_001154,,The Duncan Hospital,1771,"Raxaul, Raxaul, Bihar, East Champaran - 845305",26.9910294,84.8507594,data.gov.in
HFR_MOCK_001155,,Aastha Nursing Home and Maternity Centre,1773,"Gopal Pur, Motihari, East Champaran, Bihar - 845401",26.6469624,84.9088938,data.gov.in
HFR_MOCK_001156,,Amar Clinic And Diabetic Care Centre,1774,"Gayatri Nagar, Motijheel Ke Kinare, Motihari, East Champaran, Bihar - 845401",26.6469624,84.9088938,data.gov.in
HFR_MOCK_001157,,Astha Nursing Home,1775,"West Gopalpur, Motihari, East Champaran, Bihar - 845401",26.6393803,84.9023839,data.gov.in
HFR_MOCK_001158,,Banarsidas Chandiwala Eye Hospital,1776,"Chota Bariarpur, Nh-28 A, Motihari, East Champaran, Bihar - 845401",26.6469624,84.9088938,data.gov.in
HFR_MOCK_001159,,Bhawani Nursing Home,1777,"Agarwa-Motihari, East Champaran, Bihar - 845401",26.6430248,84.911823,data.gov.in
HFR_MOCK_001160,,Chandana Surgicare,1778,"Razabazar, Motihari, East Champaran, Bihar - 845401",26.6469624,84.9088938,data.gov.in
HFR_MOCK_001161,,Dr. A. Rahmans Hospital,1779,"Bhawanipur, Zirat, East Champaran, Bihar - 845401",26.6501494,84.9232282,data.gov.in
HFR_MOCK_001162,,Hospito Care,1780,"Salam Complex,Gorashan Raod,Dhaka, East Champaran, Bihar - 845401",23.810332,90.4125181,data.gov.in
HFR_MOCK_001163,,Jai Shree Swasthya Kendra,1781,"Brhemashthan, Ghorasahan Road , Dhaka, Brhemashthan, Ghorasahan Road, Dhaka, East Champaran, Bihar - 845401",23.810332,90.4125181,data.gov.in
HFR_MOCK_001164,,Jeevan Deep Nursing Home,1782,"Dhaka Road, Mahiya, Deh, Chatoni, Motihari, East Champaran, Bihar - 845401",26.6469624,84.9088938,data.gov.in
HFR_MOCK_001165,,M.J. Heart Hospital,1783,"Rehman Hospital, Bhavani Pur, Zirath, Motihari, East Champaran, Bihar - 845401",26.6469624,84.9088938,data.gov.in
HFR_MOCK_001166,,Maa Nursing Home,1784,"Shri Krishan Nagar, Near L.N.D. College, Motihari, Shri Krishan Nagar, Near L.N.D. College, Motihari,, East Champaran, Bihar - 845401",26.6469624,84.9088938,data.gov.in
HFR_MOCK_001167,,Maa Seva Sadan and Prasuti Kendra,1785,"Brahm Asthan, Ghorasahan Road, Dhaka, Motihari, East Champaran, Bihar - 845401",26.6469624,84.9088938,data.gov.in
HFR_MOCK_001168,,Madan Raj Nursing Home,1786,"Hospital Road , Motihari, Hospital Road, Motihari, East Champaran, Bihar - 845401",26.4180749,85.0490069,data.gov.in
HFR_MOCK_001169,,Madhuri Nursing Home,1787,"Banjariya Pandal Chowk, Motihari, East Champaran, Bihar - 845401",26.6469624,84.9088938,data.gov.in
HFR_MOCK_001170,,Maharaja Nursing Home,1788,"Raghunathpur, Motihari, East Champaran, Bihar - 845401",26.6433705,84.890664,data.gov.in
HFR_MOCK_001171,,Motihari Medical Center,1789,"Po-Raghunathpur,Thana- Tirkoliya,Motihari, East Champaran, Bihar - 845401",26.6469624,84.9088938,data.gov.in
HFR_MOCK_001172,,Om Sai Nursing Home,1790,"Opposite Chatauni Colony, Gali No:-1, Chatauni, Motihari, East Champaran, Bihar - 845401",26.6469624,84.9088938,data.gov.in
HFR_MOCK_001173,,Shamima Health Center,1792,"Gyan Pull Chowk,Near Madahav Cinema Hall,Banjariya,Motihari, East Champaran, Bihar - 845401",26.6469624,84.9088938,data.gov.in
HFR_MOCK_001174,,Sharan Nursing Home,1793,"Motihari, East Champaran, Bihar - 845401",26.6469624,84.9088938,data.gov.in
HFR_MOCK_001175,,Shreyaskar Hospital,1794,"Nh 28 A Chatauni Chowk Beside Sheetal Hotel, Motihari, East Champaran, Bihar - 845401",26.6469624,84.9088938,data.gov.in
HFR_MOCK_001176,,Surgicare,1795,"Sadar Hospital Road, Motihari, East Champaran, Bihar - 845401",26.6469624,84.9088938,data.gov.in
HFR_MOCK_001177,,Susrut Shalya Chikitsha Kendra,1796,"Hospital Road Motihari, East Champaran, Bihar - 845401",26.4180749,85.0490069,data.gov.in
HFR_MOCK_001178,,Vatsalya Nursing Home,1797,"Gopalpur, Raza Bazar Road, Motihari, East Champaran, Bihar - 845401",26.6469624,84.9088938,data.gov.in
HFR_MOCK_001179,,Yogendra Giri Sewa Ashram,1798,"Belwa Chowk,Near Railway Crossing ,Motihari, Belwa Chowk,Near Railway Crossing,Motihari, East Champaran, Bihar - 845401",26.6469624,84.9088938,data.gov.in
HFR_MOCK_001180,,Osho Healing Space,1799,"Madhuban Road Barachakia,Chakia, Madhuban Road Barachakia,Chakia,Purbi Champaran, East Champaran, Bihar - 845412",26.4174337,85.0541036,data.gov.in
HFR_MOCK_001181,,Referral Hospital,1800,"Bara Chakia, East Champaran, Bihar - 845412",26.4106892,85.0493253,data.gov.in
HFR_MOCK_001182,,Chandralekha Health Care,1802,"Thana Road Gorashan, East Champaran, Bihar - 845418",26.6098139,84.8567932,data.gov.in
HFR_MOCK_001183,,Matra Chaya,1803,"Infront Of Ragistri House,Gorashan Road,Dhaka, East Champaran, Bihar - 845418",23.810332,90.4125181,data.gov.in
HFR_MOCK_001184,,Sundaram Hospital,1804,"Tetariya Road, Madhuban, East Champaran, Bihar - 845420",26.4925984,85.2798208,data.gov.in
HFR_MOCK_001185,,Jagannath Seva Sansthan(Medical Help Centre Ngo),1805,"N.H-28, Khajauriya Chowk, Motihari, N.H-28, Khajauriya Chowk, Motihari, Bihar, East Champaran - 845423",26.6469624,84.9088938,data.gov.in
HFR_MOCK_001186,,Sapna Nursing Home,1810,"Gandhi Nagar, Kotwa, Motihari, East Champaran, Bihar - 845437",26.6469624,84.9088938,data.gov.in
HFR_MOCK_001187,,Vaishanavi Hospital,1811,"Nanhkar Road, Patahi, East Champaran, Bihar - 845457",26.6098139,84.8567932,data.gov.in
HFR_MOCK_001188,,Sehat Seva Kendra,1812,"Paharpur, East Champaran, Bihar - 845458",26.6031974,84.5981913,data.gov.in
HFR_MOCK_001189,,Matri Sadan Nursing Home,1815,"Nardi Grnj, Nardi Grnj, Nawada, Bihar - 805109",24.8292941,85.1660825,data.gov.in
HFR_MOCK_001190,,Subham Nursing Home,1816,"Fatehpur Road, Wazirganj, Gaya, Bihar - 805131",24.6694338,85.2395633,data.gov.in
HFR_MOCK_001191,,Abhineet N H and Research Centre,1817,"West Church Road, Gaya, Bihar - 823001",24.7890344,84.9950793,data.gov.in
HFR_MOCK_001192,,Advanced Eye Care Centre,1818,"Road No, 03 Near  Club , White House Compound, Road No, 03 Near  Club, White House Compound, Gaya, Bihar - 823001",24.7887904,84.9915049,data.gov.in
HFR_MOCK_001193,,Al-Zahir Navjeevan Hospital and Reasearch Center,1820,"South Church Road, Gaya, Bihar - 823001",24.7890344,84.9950793,data.gov.in
HFR_MOCK_001194,,Gautam Patho Lab,1824,"66, A.P. Colony, Gaya, Bihar - 823001",24.782567,84.9824041,data.gov.in
HFR_MOCK_001195,,Haddy Hospital and Art Center,1826,"A.P.Colony, Gaya, Bihar - 823001",24.7883324,84.9874829,data.gov.in
HFR_MOCK_001196,,Sanjevani Nursing Home,1838,"Near Bus Stand, Raniganj, Imamganj, Gaya, Bihar - 823004",24.4417581,84.5915294,data.gov.in
HFR_MOCK_001197,,Sri Krishna Nursing Home and Maternity Center,1839,"Near G.B. Mahila College, Gaya, Bihar - 823004",22.2942013,70.7836272,data.gov.in
HFR_MOCK_001198,,Satyam Hospital,1840,"Sheikhpura, Raza Bazar, Bailey Road, -14, Gaya, Bihar - 824201",25.6046348,85.0889575,data.gov.in
HFR_MOCK_001199,,Hind Nursing Home and Anusandhan Kendra.,1841,"Pankara, Dumaria, Pankara, Dumaria., Gaya, Bihar - 824206",24.441598,84.3988806,data.gov.in
HFR_MOCK_001200,,Rog Nidan Charitable Hospital,1843,"Near Bus Stand, Raniganj, Imamganj, Gaya, Bihar - 824210",24.4417581,84.5915294,data.gov.in
HFR_MOCK_001201,,Dr. Kundu Poly Clinic,1844,"Gola Bazar, Sherghati, Gaya, Bihar - 824211",24.5595131,84.7994271,data.gov.in
HFR_MOCK_001202,,Rishav Nursing Home,1846,"Gola Bazar, Near Raj Hall, Sherghati, Gaya, Bihar - 824211",24.5595131,84.7994271,data.gov.in
HFR_MOCK_001203,,Ashutosh Nursing Home,1847,"Road No. 8, Rajendra Nagar, Gaya, Bihar - 824231",25.6094014,85.1615998,data.gov.in
HFR_MOCK_001204,,Maa Shaarde Sewa Sadan,1851,"Dobhi, Gaya, Bihar - 824231",24.5320137,84.9049879,data.gov.in
HFR_MOCK_001205,,Dr. Subhash Chandra Gupta,1859,"Thane Road, Mirganj, Gopalganj, Bihar - 841428",26.3695853,84.3357992,data.gov.in
HFR_MOCK_001206,,Jagdamba Nursing Home,1860,"Station Road, Gopalganj, Bihar - 841428",26.4544251,84.4362365,data.gov.in
HFR_MOCK_001207,,Medical Institute and Hospital (Dr. M. Kumar),1861,"Cinema Road, Gopalganj, Bihar - 841428",26.4626937,84.4412166,data.gov.in
HFR_MOCK_001208,,Surgi Uro Centre,1864,"Cinema Road, Gopalganj, Bihar - 841428",26.4626937,84.4412166,data.gov.in
HFR_MOCK_001209,,Hi-Tech Clinic,1875,"Station Road, Opp Govt Bus Depot, Jamui, Bihar - 811307",16.5124561,80.6174954,data.gov.in
HFR_MOCK_001210,,Swasdhya and Parivar Kalyan Vibhag Hospital,1883,"Bandhuganj, Jehanabad, Bihar - 804408",25.2175053,85.1414542,data.gov.in
HFR_MOCK_001211,,Gandhi Kusth Nivaran Pratisthan,1886,"Gandhi Gram, Kaimur (Bhabua), Bihar - 821101",25.0426227,83.6055732,data.gov.in
HFR_MOCK_001212,,Ranjan Hospital,1887,"Kachari Rd, Kaimur (Bhabua), Bihar - 821101",25.0426227,83.6055732,data.gov.in
HFR_MOCK_001213,,Srijan Hospital,1888,"Ekta Chowk, Kaimur (Bhabua), Bihar - 821101",25.0426227,83.6055732,data.gov.in
HFR_MOCK_001214,,Prakash Hospital,1889,"Durgawati G.T.Rd, Kaimur (Bhabua), Bihar - 821105",25.0426227,83.6055732,data.gov.in
HFR_MOCK_001215,,Dr.Awinash Clinic,1890,"Station Rd. Mohania, Kaimur (Bhabua), Bihar - 821109",25.0426227,83.6055732,data.gov.in
HFR_MOCK_001216,,Mansarover Hospital,1893,"Bhabhua Rd.,Mohania, Kaimur (Bhabua), Bihar - 821109",25.0426227,83.6055732,data.gov.in
HFR_MOCK_001217,,Sanjeevani Hospital,1894,"G.T Rd. Mohania, Kaimur (Bhabua), Bihar - 821109",25.0426227,83.6055732,data.gov.in
HFR_MOCK_001218,,Kushi Health Care Centre,1896,"Ramghad, Kaimur (Bhabua), Bihar - 821110",25.0426227,83.6055732,data.gov.in
HFR_MOCK_001219,,Ujjwal Nursing Home,1900,"G.T.Rd.Sakari,Kudra, Kaimur (Bhabua), Bihar - 821110",25.0426227,83.6055732,data.gov.in
HFR_MOCK_001220,,Onyx Dental And Implant Center,1901,"Binodpur, Katihar, Bihar - 854101",25.5385943,87.5676712,data.gov.in
HFR_MOCK_001221,,Sanjeewini Nursing Home,1902,"Binodpur, Katihar, Bihar - 854101",25.5385943,87.5676712,data.gov.in
HFR_MOCK_001222,,Advanced Bone Center,1904,"Barmasia, Katihar, Bihar - 854105",25.552048,87.5718609,data.gov.in
HFR_MOCK_001223,,Chaturbhuj Surgicare,1906,"Anwarpur, Anwarpur,Hajipur, Katihar, Bihar - 854105",25.577045,87.5346402,data.gov.in
HFR_MOCK_001224,,Devesh Nursing Home,1907,"Durgapur, Katihar, Bihar - 854105",25.5139028,87.5630684,data.gov.in
HFR_MOCK_001225,,Dr Arif Clinic,1908,"Binod Pur, Katihar, Bihar - 854105",25.552048,87.5718609,data.gov.in
HFR_MOCK_001226,,Dr. M M Haque Nursing Home,1909,"Binod Pur, Katihar, Bihar - 854105",25.552048,87.5718609,data.gov.in
HFR_MOCK_001227,,Jannakshya Nursing Home,1911,"Binodpur Road, Katihar, Bihar - 854105",25.5395799,87.5684895,data.gov.in
HFR_MOCK_001228,,K K Matri Seva Sadan,1912,"Durgapur Road, Katihar, Bihar - 854105",25.552048,87.5718609,data.gov.in
HFR_MOCK_001229,,Katihar Seva Sadan,1913,"Hospital Road Kalibari, Katihar, Bihar - 854105",26.0269532,87.9500306,data.gov.in
HFR_MOCK_001230,,Lodi Health Clinic,1914,"Sharif Gunj, Katihar, Bihar - 854105",25.552048,87.5718609,data.gov.in
HFR_MOCK_001231,,Manish Nursing Home,1915,"R K Mission Road, Katihar, Bihar - 854105",25.5417348,87.5744557,data.gov.in
HFR_MOCK_001232,,Nidaan Hospital,1917,"Kali Bada , Binodpur, Kali Bada, Binodpur, Katihar, Bihar - 854105",25.5385943,87.5676712,data.gov.in
HFR_MOCK_001233,,Nirog Nursing Home,1918,"Ram Para Chowk, Katihar, Bihar - 854105",25.552048,87.5718609,data.gov.in
HFR_MOCK_001234,,Patna Hospital,1919,"Lalkothi Road, Katihar, Bihar - 854105",25.552048,87.5718609,data.gov.in
HFR_MOCK_001235,,Popular Sewa Sadan,1920,"Block Road Pathepur, Katihar, Bihar - 854105",25.552048,87.5718609,data.gov.in
HFR_MOCK_001236,,Shamim Nursing Home,1921,"Binodpur Road, Katihar, Bihar - 854105",25.5395799,87.5684895,data.gov.in
HFR_MOCK_001237,,Sharan Clinic,1922,"Binodpur Road, Katihar, Bihar - 854105",25.5395799,87.5684895,data.gov.in
HFR_MOCK_001238,,Sheefa Health Clinic,1923,"Sarifganj, Katihar, Bihar - 854105",25.552048,87.5718609,data.gov.in
HFR_MOCK_001239,,Sub Div Hospital Manihari,1924,"Manihari, Katihar, Bihar - 854105",25.3418047,87.620941,data.gov.in
HFR_MOCK_001240,,Y F A Hospital and Research Centre,1925,"Nayatola, Katihar, Bihar - 854105",25.6671685,87.8580447,data.gov.in
HFR_MOCK_001241,,Shaheed Prabhu Narayan Multispeciality Hospital,1928,"Permanandpur, N.H. 31, Khagaria, Bihar - 851205",25.6932815,87.0264354,data.gov.in
HFR_MOCK_001242,,Swastim Hospital And Stone Clinic,1929,"Gogri, Jamalpur, Khagaria, Bihar - 851205",25.4086683,86.6485137,data.gov.in
HFR_MOCK_001243,,Kanchanlata Nursing Home,1935,"Dharamsala Road, Kishanganj, Bihar - 855107",26.1024918,87.9545046,data.gov.in
HFR_MOCK_001244,,Hussain Memorial Nursing Home,1947,"Main Road Bahadurganj, Kishanganj, Bihar - 855108",26.4631836,86.9232138,data.gov.in
HFR_MOCK_001245,,Chitranjan Sevasadan General,1948,"Cathederal Garden Road, Lakhisarai, Bihar - 811311",13.0520155,80.2474986,data.gov.in
HFR_MOCK_001246,,Muskan Nursing Home,1953,"Chitranjan Road, Lakhisarai, Bihar - 811311",25.1821699,86.0964663,data.gov.in
HFR_MOCK_001247,,Care Nursing Home,1960,"Raja Complex, By Pass Road, Madhepura, Bihar - 852113",10.9940111,76.9561277,data.gov.in
HFR_MOCK_001248,,Druvit Hospital,1961,"Near Bus Stand, Madhepura, Bihar - 852113",25.9286903,86.7909759,data.gov.in
HFR_MOCK_001249,,Madhipura Christian Hospital Society,1962,"At + Po, Madhepura, Bihar - 852113",25.9286903,86.7909759,data.gov.in
HFR_MOCK_001250,,Satish Memorial Hospital And Research Center,1965,"Raja Nagar Sadhupath, Madhepura, Bihar - 852113",25.9286903,86.7909759,data.gov.in
HFR_MOCK_001251,,Vinit Nursing Home,1966,"Purnia Gola Chowk,Maim Road, Madhepura, Bihar - 852113",25.7771391,87.4752551,data.gov.in
HFR_MOCK_001252,,Dr.D K Gupta,1969,"Pipra, Pipra,Dist -Supaul, Bihar - 852218",25.9286903,86.7909759,data.gov.in
HFR_MOCK_001253,,Heritage Hospital and S N R L Trauma and Orthopedic R,1971,"Jeebachh Chowk Sapta, Madhubani, Bihar - 847211",26.3609666,86.059333,data.gov.in
HFR_MOCK_001254,,Jeeva Deep Charitable Trust,1972,"Bela, Jaynagar, Madhubani, Bihar - 847211",26.5883988,86.1370148,data.gov.in
HFR_MOCK_001255,,Astha Hospital,1974,"Benipatti, Madhubani, Bihar - 847223",26.4465698,85.9074526,data.gov.in
HFR_MOCK_001256,,Sardaun Memorial Arogya Clinic,1976,"Basopatti, Badhanedi Chowk, Madhubani, Bihar - 847225",26.5790111,86.009606,data.gov.in
HFR_MOCK_001257,,Dr. Uma Kant Jha,1977,"Bhelwatola, Jaynagar, Madhubani, Bihar - 847226",26.5883988,86.1370148,data.gov.in
HFR_MOCK_001258,,Dr. Ak Singh Clinic,1978,"P.O Khutauna, Madhubani, Bihar - 847227",26.5012234,86.3976042,data.gov.in
HFR_MOCK_001259,,Dinesh Nursing Home,1982,"Madhubani Road, Sakri, Bihar - 847239",26.2053088,86.0101442,data.gov.in
HFR_MOCK_001260,,Haider Hospital and Reasearch Center,1983,"Sakri, Madhubani, Bihar - 847239",26.218532,86.0784459,data.gov.in
HFR_MOCK_001261,,Jeevan Jyoti Nursing Home,1984,"Sakri, Sakri., Madhubani, Bihar - 847239",26.218532,86.0784459,data.gov.in
HFR_MOCK_001262,,Nayan Jyoti Netralaya,1986,"Ranti Deodhi, Ranti Deodhi,, Madhubani, Bihar - 847239",26.3468544,86.0715474,data.gov.in
HFR_MOCK_001263,,Surgical Clinic,1987,"Mahanthi Lal Chowk, Madhubani, Bihar - 847239",26.3468544,86.0715474,data.gov.in
HFR_MOCK_001264,,Bhagwan Gautam Buddha Hospital,1990,"Jamalpur, Munger, Bihar - 811201",25.312717,86.4906091,data.gov.in
